run_id,config,mesh,level,rep,t_rel_s,kind,service,container,value
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,cpu_cores,permutation,app,0.0001
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,cpu_cores,permutation,app,0.0001
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,cpu_cores,permutation,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,cpu_cores,permutation,app,0.0001
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,cpu_cores,permutation,app,0.0001
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,mem_mib,permutation,app,173.04
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,cpu_cores,fibonacci,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,mem_mib,fibonacci,app,186.79
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,cpu_cores,integration,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,30.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,40.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,50.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,60.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,70.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,80.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,90.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,100.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,110.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,120.0,mem_mib,integration,app,170.72
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,0.0,cpu_cores,differential,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,10.0,cpu_cores,differential,app,0.0002
baseline_video_S1_low_r1,baseline_video_S1,baseline,low,1,20.0,cpu_cores,differential,app,0.0002
